External Id,Internal Id,Agreement,Created From,Created From Line Key,Price Level,Customer,Item Internal Id,Item, Quantity,Rate,Amount,Billing Frequency,Start Date,End Date,Next Renewal Date,Next Billing Date,Status,Agreement Type,Usage Group,Price Type,Required Minimum
10001180,,542,,,,Clark Hill,169,e-Signature,1,0,0,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001181,,542,,,,Clark Hill,166,Software Updates,1,0,0,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001182,,542,,,,Clark Hill,162,Enterprise Integration Package,1,2500,2500,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001183,,542,,,,Clark Hill,167,Virtual Minute Book,1,0,0,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001184,,542,,,,Clark Hill,546,Recurring Discount: Entity Management Platform Subscription (250 - 350 active entities),1,0,-1750,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001185,,542,,,,Clark Hill,530,Recurring Discount: Enterprise Integration Package,1,0,-1000,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001186,,542,,,,Clark Hill,163,Dedicated priority Support,1,3500,3500,Annually,08/06/2020,08/05/2023,,,Active,Subscription,,,
10001187,,543,,,,Coblentz Patch Duffy & Bass LLP,169,e-Signature,1,0,0,Annually,05/22/2020,05/21/2023,,,Active,Subscription,,,
10001188,,543,,,,Coblentz Patch Duffy & Bass LLP,383,Recurring Discount: Subscription Package,1,0,-1000,Annually,05/22/2020,05/21/2023,,,Active,Subscription,,,
10001189,,543,,,,Coblentz Patch Duffy & Bass LLP,547,Entity Management platform subscription - up to 1500 entities,1,11500,11500,Annually,05/22/2020,05/21/2023,,,Active,Subscription,,,
10001190,,543,,,,Coblentz Patch Duffy & Bass LLP,166,Software Updates,1,0,0,Annually,05/22/2020,05/21/2023,,,Active,Subscription,,,
10001191,,543,,,,Coblentz Patch Duffy & Bass LLP,167,Virtual Minute Book,1,0,0,Annually,05/22/2020,05/21/2023,,,Active,Subscription,,,
10001192,,543,,,,Coblentz Patch Duffy & Bass LLP,386,Enterprise Package Annual Subscription,1,2500,2500,Annually,05/22/2020,05/21/2023,,,Active,Subscription,,,
10001193,,544,,,,Commvault,387,Professional Package Annual Subscription,1,19995,19995,Annually,01/27/2022,01/26/2025,,,Active,Subscription,,,
10001194,,544,,,,Commvault,382,Per Entity Fee – Athennian Application - Up to 100,34,75,2550,Annually,01/27/2022,01/26/2025,,,Active,Subscription,,,
10001195,,545,,,,Cornerstone Lawyers,505,Per Entity Fee – Athennian Application - Up to 120,120,60,7200,Annually,01/17/2022,01/16/2025,,,Active,Subscription,,,
10001196,,545,,,,Cornerstone Lawyers,388,Basic Package Annual Subscription,1,10995,10995,Annually,01/17/2022,01/16/2025,,,Active,Subscription,,,
10001197,,546,,,,Cox & Palmer,163,Dedicated priority Support,1,5000,5000,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001198,,546,,,,Cox & Palmer,367,Entity Management Platform Subscription,3400,20,68000,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001199,,546,,,,Cox & Palmer,166,Software Updates,1,0,0,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001200,,546,,,,Cox & Palmer,162,Enterprise Integration Package,1,10500,10500,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001201,,546,,,,Cox & Palmer,169,e-Signature,1,0,0,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001202,,546,,,,Cox & Palmer,548,Discount: Dedicated Priority Support,1,0,-1500,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001203,,546,,,,Cox & Palmer,167,Virtual Minute Book,1,0,0,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001204,,546,,,,Cox & Palmer,530,Recurring Discount: Enterprise Integration Package,1,0,-10500,Annually,03/25/2021,03/24/2024,,,Active,Subscription,,,
10001205,,547,,,,Dentons (Canada) LLP,367,Entity Management Platform Subscription,3636,20,72720,Annually,11/23/2021,01/31/2023,,,Active,Subscription,,,
10001206,,547,,,,Dentons (Canada) LLP,167,Virtual Minute Book,1,175000,175000,Annually,02/01/2020,01/31/2023,,,Active,Subscription,,,
10001207,,548,,,,Dentons Bingham Greenebaum LLP,367,Entity Management Platform Subscription,3200,20,64000,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001208,,548,,,,Dentons Bingham Greenebaum LLP,383,Recurring Discount: Subscription Package,1,0,-3500,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001209,,548,,,,Dentons Bingham Greenebaum LLP,162,Enterprise Integration Package,1,3500,3500,Annually,09/03/2020,09/02/2023,,,Active,Subscription,,,
10001210,,548,,,,Dentons Bingham Greenebaum LLP,367,Entity Management Platform Subscription,400,0,-8000,Annually,09/03/2021,09/02/2023,,,Active,Subscription,,,
10001211,,549,,,,Dentons US LLP,169,e-Signature,1,0,0,Annually,09/02/2020,09/01/2023,,,Active,Subscription,,,
10001212,,549,,,,Dentons US LLP,163,Dedicated priority Support,1,3000,3000,Annually,09/02/2020,09/01/2023,,,Active,Subscription,,,
10001213,,549,,,,Dentons US LLP,367,Entity Management Platform Subscription,700,20,14000,Annually,09/02/2020,09/01/2023,,,Active,Subscription,,,
10001214,,549,,,,Dentons US LLP,162,Enterprise Integration Package,1,3500,3500,Annually,09/02/2020,09/01/2023,,,Active,Subscription,,,
10001215,,549,,,,Dentons US LLP,167,Virtual Minute Book,1,0,0,Annually,09/02/2020,09/01/2023,,,Active,Subscription,,,
10001216,,550,,,,Dickinson Wright PLLC,549,Platform Fee Discount,1,0,-4995,Annually,05/28/2021,05/27/2024,,,Active,Subscription,,,
10001217,,550,,,,Dickinson Wright PLLC,550,Per Entity Discount,369,0,-12177,Annually,05/28/2021,05/27/2024,,,Active,Subscription,,,
10001218,,550,,,,Dickinson Wright PLLC,531,Per Entity Fee,369,75,27675,Annually,05/28/2021,05/27/2024,,,Active,Subscription,,,
10001219,,550,,,,Dickinson Wright PLLC,387,Professional Package Annual Subscription,1,19995,19995,Annually,05/28/2021,05/27/2024,,,Active,Subscription,,,
10001220,,550,,,,Dickinson Wright PLLC,378,Per Entity Fee – Athennian Application - 1000+,1862,42,78204,Annually,05/28/2022,05/27/2024,,,Active,Subscription,,,
10001221,,551,,,,Dinner Martin Attorneys,270,User Training,1,0,0,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001222,,551,,,,Dinner Martin Attorneys,551,Document Automation Coding,1,0,0,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001223,,551,,,,Dinner Martin Attorneys,552,Installation (Same Day),1,0,0,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001224,,551,,,,Dinner Martin Attorneys,553,Entity Management platform subscription - up to 300 entities,1,3000,3000,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001225,,551,,,,Dinner Martin Attorneys,166,Software Updates,1,0,0,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001226,,551,,,,Dinner Martin Attorneys,169,e-Signature,1,0,0,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001227,,551,,,,Dinner Martin Attorneys,167,Virtual Minute Book,1,0,0,Quarterly ,12/31/2019,12/30/2022,,,Active,Subscription,,,
10001228,,552,,,,Downey Brand,531,Per Entity Fee,25,45,1125,Annually,09/15/2021,09/14/2022,,,Active,Subscription,,,
10001229,,552,,,,Downey Brand,386,Enterprise Package Annual Subscription,1,4000,4000,Annually,09/15/2021,09/14/2022,,,Active,Subscription,,,
10001230,,553,,,,DS Avocats Canada Inc.,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,08/23/2021,08/22/2024,,,Active,Subscription,,,
10001231,,553,,,,DS Avocats Canada Inc.,379,Per Entity Fee – Athennian Application - Up to 1000,800,40,32000,Annually,08/23/2021,08/22/2024,,,Active,Subscription,,,
10001232,,554,,,,Dunn Carney,167,Virtual Minute Book,1,0,0,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001233,,554,,,,Dunn Carney,169,e-Signature,1,0,0,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001234,,554,,,,Dunn Carney,383,Recurring Discount: Subscription Package,1,0,-500,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001235,,554,,,,Dunn Carney,162,Enterprise Integration Package,1,2000,2000,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001236,,554,,,,Dunn Carney,163,Dedicated priority Support,1,2500,2500,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001237,,554,,,,Dunn Carney,166,Software Updates,1,0,0,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001238,,554,,,,Dunn Carney,554,Entity Management Platform Subscription - 1000 to 1500 active entities,1,15000,15000,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001239,,554,,,,Dunn Carney,383,Recurring Discount: Subscription Package,1,0,-1500,Annually,04/09/2020,04/08/2023,,,Active,Subscription,,,
10001240,,555,,,,Durum Capital Inc.,555,Recurring Discount on the Basic Package,1,0,-1870,Annually,06/28/2021,06/27/2024,,,Active,Subscription,,,
10001241,,555,,,,Durum Capital Inc.,388,Basic Package Annual Subscription,1,10995,10995,Annually,06/28/2021,06/27/2024,,,Active,Subscription,,,
10001242,,555,,,,Durum Capital Inc.,382,Per Entity Fee – Athennian Application - Up to 100,25,75,1875,Annually,06/28/2021,06/27/2024,,,Active,Subscription,,,
10001243,,556,,,,Eaze,388,Basic Package Annual Subscription,1,10995,10995,Annually,11/23/2021,11/22/2024,,,Active,Subscription,,,
10001244,,556,,,,Eaze,382,Per Entity Fee – Athennian Application - Up to 100,13,75,975,Annually,11/23/2021,11/22/2024,,,Active,Subscription,,,
10001245,,556,,,,Eaze,521,Recurring Discount: Entity Fee,13,0,-975,Annually,11/23/2021,11/22/2024,,,Active,Subscription,,,
10001246,,557,,,,Eldorado Gold Corporation,382,Per Entity Fee – Athennian Application - Up to 100,43,75,3225,Annually,03/08/2022,03/07/2025,,,Active,Subscription,,,
10001247,,557,,,,Eldorado Gold Corporation,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,03/08/2022,03/07/2025,,,Active,Subscription,,,
10001248,,558,,,,Empire Communities,380,Per Entity Fee – Athennian Application - Up to 500,265,60,15900,Annually,06/29/2021,07/28/2024,,,Active,Subscription,,,
10001249,,558,,,,Empire Communities,383,Recurring Discount: Subscription Package,1,0,-2500,Annually,06/29/2021,07/28/2024,,,Active,Subscription,,,
10001250,,558,,,,Empire Communities,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,06/29/2021,07/28/2024,,,Active,Subscription,,,
10001251,,559,,,,Establishment Labs,166,Software Updates,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001252,,559,,,,Establishment Labs,556,Entity Validation and Monitoring - Beta Trial,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001253,,559,,,,Establishment Labs,169,e-Signature,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001254,,559,,,,Establishment Labs,535,Entity Management Platform Subscription - up to 20 entities,1,5000,5000,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001255,,559,,,,Establishment Labs,167,Virtual Minute Book,1,0,0,Annually,10/01/2020,09/30/2023,,,Active,Subscription,,,
10001256,,560,,,,Faegre Drinker Biddle & Reath LLP,163,Dedicated priority Support,1,2500,2500,Annually,09/28/2021,09/27/2022,,,Active,Subscription,,,
10001257,,560,,,,Faegre Drinker Biddle & Reath LLP,162,Enterprise Integration Package,1,3500,3500,Annually,09/28/2021,09/27/2022,,,Active,Subscription,,,
10001258,,560,,,,Faegre Drinker Biddle & Reath LLP,367,Entity Management Platform Subscription,1,38500,38500,Annually,09/28/2021,09/27/2022,,,Active,Subscription,,,
10001259,,561,,,,Farm Business Consultants Inc.,167,Virtual Minute Book,1,0,0,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001260,,561,,,,Farm Business Consultants Inc.,367,Entity Management Platform Subscription,1035,17.75,18371.25,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001261,,561,,,,Farm Business Consultants Inc.,162,Enterprise Integration Package,1,3500,3500,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001262,,561,,,,Farm Business Consultants Inc.,367,Entity Management Platform Subscription,216,17.75,3834,Annually,02/01/2022,01/31/2024,,,Active,Subscription,,,
10001263,,561,,,,Farm Business Consultants Inc.,166,Software Updates,1,0,0,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001264,,561,,,,Farm Business Consultants Inc.,548,Discount: Dedicated Priority Support,1,0,-5000,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001265,,561,,,,Farm Business Consultants Inc.,169,e-Signature,1,0,0,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001266,,561,,,,Farm Business Consultants Inc.,163,Dedicated priority Support,1,5000,5000,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001267,,562,,,,Fasken Martineau DuMoulin LLP,166,Software Updates,1,0,0,Quarterly ,02/23/2021,02/22/2024,,,Active,Subscription,,,
10001268,,562,,,,Fasken Martineau DuMoulin LLP,169,e-Signature,1,0,0,Quarterly ,02/23/2021,02/22/2024,,,Active,Subscription,,,
10001269,,562,,,,Fasken Martineau DuMoulin LLP,367,Entity Management Platform Subscription,4800,7.5,36000,Quarterly ,02/23/2021,02/22/2024,,,Active,Subscription,,,
10001270,,562,,,,Fasken Martineau DuMoulin LLP,557,Data Residency - Canada,1,0,0,Quarterly ,02/23/2021,02/22/2024,,,Active,Subscription,,,
10001271,,562,,,,Fasken Martineau DuMoulin LLP,164,SSO Configuration,1,500,500,Quarterly ,02/23/2021,02/22/2024,,,Active,Subscription,,,
10001272,,562,,,,Fasken Martineau DuMoulin LLP,167,Virtual Minute Book,1,0,0,Quarterly ,02/23/2021,02/22/2024,,,Active,Subscription,,,
10001273,,562,,,,Fasken Martineau DuMoulin LLP,367,Entity Management Platform Subscription,1300,7.5,9750,Quarterly ,07/01/2021,02/22/2024,,,Active,Subscription,,,
10001274,,562,,,,Fasken Martineau DuMoulin LLP,367,Entity Management Platform Subscription,2700,7.5,20250,Quarterly ,07/08/2021,02/22/2024,,,Active,Subscription,,,
10001275,,563,,,,"Fellowes, Inc.",383,Recurring Discount: Subscription Package,1,0,-700,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001276,,563,,,,"Fellowes, Inc.",548,Discount: Dedicated Priority Support,1,0,-250,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001277,,563,,,,"Fellowes, Inc.",167,Virtual Minute Book,1,0,0,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001278,,563,,,,"Fellowes, Inc.",163,Dedicated priority Support,1,2500,2500,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001279,,563,,,,"Fellowes, Inc.",162,Enterprise Integration Package,1,1000,1000,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001280,,563,,,,"Fellowes, Inc.",166,Software Updates,1,0,0,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001281,,563,,,,"Fellowes, Inc.",169,e-Signature,1,0,0,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001282,,563,,,,"Fellowes, Inc.",558,Entity Management Platform Subscription - up to 40 entities + 20 complementary,1,7000,7000,Annually,03/20/2020,03/19/2023,,,Active,Subscription,,,
10001283,,564,,,,Fengate Capital Management Ltd.,169,e-Signature,1,0,0,Annually,08/06/2019,08/05/2022,,,Active,Subscription,,,
10001284,,564,,,,Fengate Capital Management Ltd.,559,"MB (200-1,000) - CA-PS",500,45,22500,Annually,08/06/2019,08/05/2022,,,Active,Subscription,,,
10001285,,564,,,,Fengate Capital Management Ltd.,367,Entity Management Platform Subscription,164,45,7380,Annually,08/06/2021,08/05/2022,,,Active,Subscription,,,
10001286,,564,,,,Fengate Capital Management Ltd.,166,Software Updates,1,0,0,Annually,08/06/2019,08/05/2022,,,Active,Subscription,,,
10001287,,564,,,,Fengate Capital Management Ltd.,167,Virtual Minute Book,1,0,0,Annually,08/06/2019,08/05/2022,,,Active,Subscription,,,
10001288,,565,,,,"Fennemore Craig, P.C.",162,Enterprise Integration Package,1,1500,1500,Annually,07/30/2021,07/29/2022,,,Active,Subscription,,,
10001289,,565,,,,"Fennemore Craig, P.C.",367,Entity Management Platform Subscription,239,30,7170,Annually,07/30/2021,07/29/2022,,,Active,Subscription,,,
10001290,,566,,,,Fletcher Tilton PC,169,e-Signature,1,0,0,Annually,06/07/2021,06/08/2024,,,Active,Subscription,,,
10001291,,566,,,,Fletcher Tilton PC,162,Enterprise Integration Package,1,0,0,Annually,06/07/2021,06/08/2024,,,Active,Subscription,,,
10001292,,566,,,,Fletcher Tilton PC,367,Entity Management Platform Subscription,1,13000,13000,Annually,06/07/2021,06/08/2024,,,Active,Subscription,,,
10001293,,566,,,,Fletcher Tilton PC,167,Virtual Minute Book,1,0,0,Annually,06/07/2021,06/08/2024,,,Active,Subscription,,,
10001294,,566,,,,Fletcher Tilton PC,166,Software Updates,1,0,0,Annually,06/07/2021,06/08/2024,,,Active,Subscription,,,
10001295,,567,,,,Foley Hoag,367,Entity Management Platform Subscription,550,20,11000,Annually,09/23/2020,09/22/2023,,,Active,Subscription,,,
10001296,,567,,,,Foley Hoag,167,Virtual Minute Book,1,0,0,Annually,09/23/2020,09/22/2023,,,Active,Subscription,,,
10001297,,567,,,,Foley Hoag,166,Software Updates,1,0,0,Annually,09/23/2020,09/22/2023,,,Active,Subscription,,,
10001298,,567,,,,Foley Hoag,169,e-Signature,1,0,0,Annually,09/23/2020,09/22/2023,,,Active,Subscription,,,
10001299,,567,,,,Foley Hoag,162,Enterprise Integration Package,1,2500,2500,Annually,09/23/2020,09/22/2023,,,Active,Subscription,,,
10001300,,568,,,,Foster Garvey,367,Entity Management Platform Subscription,1500,10,15000,Annually,09/25/2021,09/24/2022,,,Active,Subscription,,,
10001301,,568,,,,Foster Garvey,162,Enterprise Integration Package,1,3000,3000,Annually,09/25/2021,09/24/2022,,,Active,Subscription,,,
10001302,,568,,,,Foster Garvey,367,Entity Management Platform Subscription,1197,10,11970,Annually,06/25/2022,09/24/2022,,,Active,Subscription,,,
10001303,,569,,,,Four20 Premium Market,388,Basic Package Annual Subscription,1,10995,10995,Annually,09/28/2021,09/27/2024,,,Active,Subscription,,,
10001304,,569,,,,Four20 Premium Market,382,Per Entity Fee – Athennian Application - Up to 100,10,150,1500,Annually,09/28/2021,09/27/2024,,,Active,Subscription,,,
10001305,,569,,,,Four20 Premium Market,506,Per Entity Fee - Minit Subscription,10,450,4500,Annually,09/28/2021,09/27/2024,,,Active,Subscription,,,
10001306,,570,,,,Frost Brown Todd,162,Enterprise Integration Package,1,3500,3500,Annually,03/02/2020,03/01/2023,,,Active,Subscription,,,
10001307,,570,,,,Frost Brown Todd,169,e-Signature,1,0,0,Annually,03/02/2020,03/01/2023,,,Active,Subscription,,,
10001308,,570,,,,Frost Brown Todd,167,Virtual Minute Book,1,0,0,Annually,03/02/2020,03/01/2023,,,Active,Subscription,,,
10001309,,570,,,,Frost Brown Todd,163,Dedicated priority Support,1,2500,2500,Annually,03/02/2020,03/01/2023,,,Active,Subscription,,,
10001310,,570,,,,Frost Brown Todd,560,Entity Management Platform Subscription - 200-300 Active Entity Records,1,10000,10000,Annually,03/02/2020,03/01/2023,,,Active,Subscription,,,
10001311,,570,,,,Frost Brown Todd,166,Software Updates,1,0,0,Annually,03/02/2020,03/01/2023,,,Active,Subscription,,,
10001312,,571,,,,"George Murray Shipley Bell, LLP",380,Per Entity Fee – Athennian Application - Up to 500,500,23.75,11875,Quarterly ,10/05/2021,10/04/2024,,,Active,Subscription,,,
10001313,,571,,,,"George Murray Shipley Bell, LLP",387,Professional Package Annual Subscription,1,4998.75,4998.75,Quarterly ,10/05/2021,10/04/2024,,,Active,Subscription,,,
10001314,,571,,,,"George Murray Shipley Bell, LLP",383,Recurring Discount: Subscription Package,1,0,-4998.75,Quarterly ,10/05/2021,10/04/2024,,,Active,Subscription,,,
10001315,,572,,,,GEP,367,Entity Management Platform Subscription,1,15000,15000,Annually,11/07/2021,11/06/2022,,,Active,Subscription,,,
10001316,,572,,,,GEP,383,Recurring Discount: Subscription Package,1,0,-2250,Annually,11/07/2021,11/06/2022,,,Active,Subscription,,,
10001317,,573,,,,Gesmer Updegrove LLP,561,Entity Management Platform Subscription (1000 - 1200 active entities),1,12000,12000,Annually,06/30/2020,06/29/2023,,,Active,Subscription,,,
10001318,,573,,,,Gesmer Updegrove LLP,167,Virtual Minute Book,1,0,0,Annually,06/30/2020,06/29/2023,,,Active,Subscription,,,
10001319,,573,,,,Gesmer Updegrove LLP,162,Enterprise Integration Package,1,2500,2500,Annually,06/30/2020,06/29/2023,,,Active,Subscription,,,
10001320,,573,,,,Gesmer Updegrove LLP,166,Software Updates,1,0,0,Annually,06/30/2020,06/29/2023,,,Active,Subscription,,,
10001321,,573,,,,Gesmer Updegrove LLP,169,e-Signature,1,0,0,Annually,06/30/2020,06/29/2023,,,Active,Subscription,,,
10001322,,573,,,,Gesmer Updegrove LLP,163,Dedicated priority Support,1,3500,3500,Annually,06/30/2020,06/29/2023,,,Active,Subscription,,,
10001323,,574,,,,Godfrey & Kahn S.C.,167,Virtual Minute Book,1,0,0,Annually,09/04/2020,09/03/2023,,,Active,Subscription,,,
10001324,,574,,,,Godfrey & Kahn S.C.,169,e-Signature,1,0,0,Annually,09/04/2020,09/03/2023,,,Active,Subscription,,,
10001325,,574,,,,Godfrey & Kahn S.C.,166,Software Updates,1,0,0,Annually,09/04/2020,09/03/2023,,,Active,Subscription,,,
10001326,,574,,,,Godfrey & Kahn S.C.,562,"Entity Management Platform Subscription - 4,000 to 5,000 entities",1,18000,18000,Annually,09/04/2020,09/03/2023,,,Active,Subscription,,,
10001327,,574,,,,Godfrey & Kahn S.C.,162,Enterprise Integration Package,1,2500,2500,Annually,09/04/2020,09/03/2023,,,Active,Subscription,,,
10001328,,574,,,,Godfrey & Kahn S.C.,163,Dedicated priority Support,1,3500,3500,Annually,09/04/2020,09/03/2023,,,Active,Subscription,,,
10001329,,575,,,,Gould & Ratner LLP,367,Entity Management Platform Subscription,1,0,-12000,Annually,06/18/2022,06/17/2023,,,Active,Subscription,,,
10001330,,575,,,,Gould & Ratner LLP,383,Recurring Discount: Subscription Package,1,0,-17179,Annually,06/18/2022,06/17/2023,,,Active,Subscription,,,
10001331,,575,,,,Gould & Ratner LLP,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,06/18/2022,06/17/2023,,,Active,Subscription,,,
10001332,,575,,,,Gould & Ratner LLP,367,Entity Management Platform Subscription,1,12000,12000,Annually,06/18/2022,06/17/2023,,,Active,Subscription,,,
10001333,,575,,,,Gould & Ratner LLP,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,01/01/2024,06/17/2025,,,Active,Subscription,,,
10001334,,575,,,,Gould & Ratner LLP,383,Recurring Discount: Subscription Package,1,0,-17179,Annually,01/01/2024,06/17/2025,,,Active,Subscription,,,
10001335,,575,,,,Gould & Ratner LLP,386,Enterprise Package Annual Subscription,1,29995,29995,Annually,01/01/2023,06/17/2024,,,Active,Subscription,,,
10001336,,575,,,,Gould & Ratner LLP,383,Recurring Discount: Subscription Package,1,0,-17179,Annually,01/01/2023,06/17/2024,,,Active,Subscription,,,
10001337,,576,,,,Gowling WLG (Canada) LLP,521,Recurring Discount: Entity Fee,8000,0,-40000,Annually,04/15/2022,04/14/2025,,,Active,Subscription,,,
10001338,,576,,,,Gowling WLG (Canada) LLP,383,Recurring Discount: Subscription Package,2000,0,-160000,Annually,04/15/2021,04/14/2024,,,Active,Subscription,,,
10001339,,576,,,,Gowling WLG (Canada) LLP,378,Per Entity Fee – Athennian Application - 1000+,6000,20,120000,Annually,08/25/2021,04/14/2024,,,Active,Subscription,,,
10001340,,576,,,,Gowling WLG (Canada) LLP,376,Automate Package,5116,15,76740,Annually,04/15/2022,04/14/2025,,,Active,Subscription,,,
10001341,,576,,,,Gowling WLG (Canada) LLP,376,Automate Package,2000,100,200000,Annually,04/15/2021,04/14/2024,,,Active,Subscription,,,
10001342,,577,,,,"Guarding Against Pandemics, Inc",382,Per Entity Fee – Athennian Application - Up to 100,8,75,600,Annually,03/25/2022,03/24/2025,,,Active,Subscription,,,
10001343,,577,,,,"Guarding Against Pandemics, Inc",383,Recurring Discount: Subscription Package,1,0,-5000,Annually,03/25/2022,03/24/2025,,,Active,Subscription,,,
10001344,,577,,,,"Guarding Against Pandemics, Inc",387,Professional Package Annual Subscription,1,19995,19995,Annually,03/25/2022,03/24/2025,,,Active,Subscription,,,
10001345,,578,,,,H&CO LLP,383,Recurring Discount: Subscription Package,1,0,-1250,Quarterly ,06/15/2022,06/14/2025,,,Active,Subscription,,,
10001346,,578,,,,H&CO LLP,386,Enterprise Package Annual Subscription,1,7498.75,7498.75,Quarterly ,06/15/2022,06/14/2025,,,Active,Subscription,,,
10001347,,578,,,,H&CO LLP,378,Per Entity Fee – Athennian Application - 1000+,2000,6.25,12500,Quarterly ,06/15/2022,06/14/2025,,,Active,Subscription,,,
10001348,,579,,,,Harrison Pensa,367,Entity Management Platform Subscription,292,20,5840,Annually,02/01/2022,01/31/2024,,,Active,Subscription,,,
10001349,,579,,,,Harrison Pensa,166,Software Updates,1,0,0,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001350,,579,,,,Harrison Pensa,383,Recurring Discount: Subscription Package,1,0,-1500,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001351,,579,,,,Harrison Pensa,367,Entity Management Platform Subscription,750,20,15000,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001352,,579,,,,Harrison Pensa,167,Virtual Minute Book,1,0,0,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001353,,579,,,,Harrison Pensa,165,Custom Branding,1,1500,1500,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001354,,579,,,,Harrison Pensa,169,e-Signature,1,0,0,Annually,02/01/2021,01/31/2024,,,Active,Subscription,,,
10001355,,580,,,,Hatch Ltd.,367,Entity Management Platform Subscription,8,450,3600,Annually,08/17/2021,08/16/2023,,,Active,Subscription,,,
10001356,,580,,,,Hatch Ltd.,169,e-Signature,1,0,0,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001357,,580,,,,Hatch Ltd.,164,SSO Configuration,1,1000,1000,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001358,,580,,,,Hatch Ltd.,166,Software Updates,1,0,0,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001359,,580,,,,Hatch Ltd.,367,Entity Management Platform Subscription,1,6250,6250,Annually,08/17/2021,08/16/2023,,,Active,Subscription,,,
10001360,,580,,,,Hatch Ltd.,521,Recurring Discount: Entity Fee,1,0,-2000,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001361,,580,,,,Hatch Ltd.,167,Virtual Minute Book,1,0,0,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001362,,580,,,,Hatch Ltd.,383,Recurring Discount: Subscription Package,1,0,-3275,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001363,,580,,,,Hatch Ltd.,563,Entity Management Platform Subscription (51 - 75 active entities),1,33750,33750,Annually,08/17/2020,08/16/2023,,,Active,Subscription,,,
10001364,,581,,,,Hemenway & Barnes,167,Virtual Minute Book,1,0,0,Annually,09/29/2020,09/28/2023,,,Active,Subscription,,,
